Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Brest,French Ligue 1,J5,38%,306 of 398 — 77%,5 of 11 — 45%,3 of 4 — 75%
Nice,French Ligue 1,J5,62%,88% — 571 of 652,20% — 4 of 20,20% — 1 of 5
