Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lecce,Italian Serie A,J9,41%,313 of 398 — 79%,1 of 6 — 17%,2 of 3 — 66%
Napoli,Italian Serie A,J9,59%,86% — 486 of 566,21% — 3 of 14,100% — 1 of 1
