Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Roma,UEFA Europa League,J2,50%,391 of 520 — 75%,4 of 19 — 21%,4 of 5 — 80%
Lille,UEFA Europa League,J2,50%,75% — 389 of 519,56% — 5 of 9,100% — 4 of 4
