Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Sporting CP,UEFA Champions League,J1,64%,508 of 601 — 85%,7 of 20 — 35%,3 of 4 — 75%
Qaırat Almaty,UEFA Champions League,J1,36%,74% — 251 of 339,44% — 4 of 9,42% — 3 of 7
