Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Bayern Munich,German Bundesliga,J9,59%,633 of 712 — 89%,4 of 18 — 22%,1 of 1 — 100%
Leverkusen,German Bundesliga,J9,41%,86% — 424 of 495,14% — 1 of 7,50% — 2 of 4
