,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Marwin Hitz,Basel,UEFA Europa League,ch SUI,38-049,90,7,1.0,6,85.7,1.5,1.0,3.0,33.3,21.0,2,14.3,24.1,4.0,0.0,18.5,9,1,11.1,1.0,13.5
J4,Stefan Târnovanu,FCSB,UEFA Europa League,ro ROU,25-181,11,1,,1,,0.7,,,,,1,,,,,,2,1,50.0,,11.0
J4,Lukáš Zima,FCSB,UEFA Europa League,cz CZE,31-301,75,8,3.0,5,75.0,2.9,4.0,14.0,28.6,20.0,6,55.0,39.5,5.0,60.0,48.0,12,0,0.0,0.0,16.5
