Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Atlético Madrid,UEFA Champions League,J4,66%,598 of 689 — 87%,6 of 14 — 43%,2 of 3 — 66%
Union SG,UEFA Champions League,J4,34%,77% — 276 of 357,38% — 3 of 8,50% — 3 of 6
