Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Villarreal,UEFA Champions League,J2,46%,322 of 415 — 78%,6 of 17 — 35%,2 of 4 — 50%
Juventus,UEFA Champions League,J2,54%,83% — 410 of 495,31% — 4 of 13,66% — 4 of 6
