Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
FCSB,UEFA Europa League,J2,51%,383 of 494 — 78%,3 of 17 — 18%,7 of 9 — 77%
Young Boys,UEFA Europa League,J2,49%,77% — 368 of 475,56% — 9 of 16,100% — 3 of 3
