Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
PAOK,UEFA Europa League,J1,55%,383 of 470 — 81%,4 of 18 — 22%,3 of 3 — 100%
Maccabi Tel Aviv,UEFA Europa League,J1,45%,84% — 318 of 378,33% — 3 of 9,100% — 4 of 4
