Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Barcelona,UEFA Champions League,J2,47%,387 of 449 — 86%,1 of 12 — 8%,5 of 7 — 71%
Paris S-G,UEFA Champions League,J2,53%,85% — 436 of 510,47% — 7 of 15,0% — 0 of 1
