Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Heidenheim,German Bundesliga,J7,56%,425 of 530 — 80%,11 of 31 — 35%,2 of 4 — 50%
Werder Bremen,German Bundesliga,J7,44%,77% — 325 of 422,36% — 4 of 11,81% — 9 of 11
