Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Leverkusen,UEFA Champions League,J3,30%,284 of 336 — 85%,2 of 4 — 50%,1 of 8 — 12%
Paris S-G,UEFA Champions League,J3,70%,94% — 743 of 792,33% — 8 of 24,50% — 1 of 2
