Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Monaco,UEFA Champions League,J3,56%,409 of 495 — 83%,8 of 23 — 35%,2 of 2 — 100%
Tottenham,UEFA Champions League,J3,44%,78% — 307 of 392,18% — 2 of 11,100% — 8 of 8
