Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
FC Copenhagen,UEFA Champions League,J3,36%,289 of 373 — 77%,4 of 11 — 36%,1 of 4 — 25%
Dortmund,UEFA Champions League,J3,64%,84% — 557 of 667,50% — 4 of 8,75% — 3 of 4
