Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Napoli,UEFA Champions League,J4,64%,632 of 722 — 88%,2 of 18 — 11%,3 of 3 — 100%
Eint Frankfurt,UEFA Champions League,J4,36%,78% — 320 of 409,43% — 3 of 7,100% — 2 of 2
