Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Metz,French Ligue 1,J7,38%,340 of 410 — 83%,1 of 4 — 25%,6 of 9 — 66%
Marseille,French Ligue 1,J7,62%,90% — 600 of 663,43% — 9 of 21,100% — 1 of 1
