,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J4,Cédric Bakambu,Betis,UEFA Europa League,11.0,cd COD,FW,34-209,77,0,1,0,0,0,0,1,0,19,2,0,0,0.0,0.0,0.4,3,1,8,9,88.9,2,12,1,0,0,Cédric Bakambu,11.0,cd COD,FW,34-209,77,8,9,88.9,122,44,5,6,83.3,2,2,100.0,1,1,100.0,1,0.4,0.4,3,1,0,0,2,Cédric Bakambu,11.0,cd COD,FW,34-209,77,9,8,1,0,1,0,0,0,0,0,0,0,8,0,0,Cédric Bakambu,11.0,cd COD,FW,34-209,77,2,0,0,1,1,0,0,,0,0,0,0,0,2,1,0,Cédric Bakambu,11.0,cd COD,FW,34-209,77,19,1,3,9,7,2,19,0,0,,0,,12,57,16,1,1,1,5,0,13,2,Cédric Bakambu,11.0,cd COD,FW,34-209,77,1,0,0,3,1,0,0,0,0,0,0,0,2,1,4,20.0
J4,Ezequiel Ávila,Betis,UEFA Europa League,9.0,ar ARG,FW,31-273,13,0,0,0,0,0,0,0,0,5,0,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,2,0,0,0,Ezequiel Ávila,9.0,ar ARG,FW,31-273,13,1,2,50.0,9,1,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Ezequiel Ávila,9.0,ar ARG,FW,31-273,13,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,Ezequiel Ávila,9.0,ar ARG,FW,31-273,13,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0,Ezequiel Ávila,9.0,ar ARG,FW,31-273,13,5,2,2,2,1,0,5,0,0,,0,,2,4,0,0,0,0,0,1,1,0,Ezequiel Ávila,9.0,ar ARG,FW,31-273,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
J4,Abde Ezzalzouli,Betis,UEFA Europa League,10.0,ma MAR,LW,23-324,86,1,0,0,0,4,3,0,0,35,2,0,1,0.5,0.5,0.0,3,0,15,20,75.0,1,24,3,4,3,Abde Ezzalzouli,10.0,ma MAR,LW,23-324,86,15,20,75.0,192,41,10,11,90.9,5,6,83.3,0,0,,0,0.0,0.0,1,2,0,0,1,Abde Ezzalzouli,10.0,ma MAR,LW,23-324,86,20,20,0,0,0,0,1,0,0,0,0,0,15,0,2,Abde Ezzalzouli,10.0,ma MAR,LW,23-324,86,2,1,0,2,0,1,2,50.0,1,1,0,1,0,2,0,0,Abde Ezzalzouli,10.0,ma MAR,LW,23-324,86,35,0,1,20,14,5,35,4,3,75.0,1,25.0,24,155,47,3,2,1,2,5,28,4,Abde Ezzalzouli,10.0,ma MAR,LW,23-324,86,0,0,0,1,1,0,1,0,1,0,0,0,5,1,1,50.0
J4,Rodrigo Riquelme,Betis,UEFA Europa League,17.0,es ESP,LW,25-218,4,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,2,0,0,0,Rodrigo Riquelme,17.0,es ESP,LW,25-218,4,3,3,100.0,60,0,0,0,,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Rodrigo Riquelme,17.0,es ESP,LW,25-218,4,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Rodrigo Riquelme,17.0,es ESP,LW,25-218,4,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Rodrigo Riquelme,17.0,es ESP,LW,25-218,4,3,0,0,2,1,0,3,0,0,,0,,2,5,0,0,0,0,0,0,3,0,Rodrigo Riquelme,17.0,es ESP,LW,25-218,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
J4,Antony,Betis,UEFA Europa League,7.0,br BRA,RW,25-255,86,1,0,0,0,4,2,0,0,39,1,1,2,0.4,0.4,0.0,2,0,20,25,80.0,2,20,5,5,1,Antony,7.0,br BRA,RW,25-255,86,20,25,80.0,266,58,9,10,90.0,9,12,75.0,0,1,0.0,0,0.0,0.0,1,1,2,0,2,Antony,7.0,br BRA,RW,25-255,86,25,23,2,0,0,0,1,2,0,0,0,0,20,0,0,Antony,7.0,br BRA,RW,25-255,86,1,0,1,0,0,1,1,100.0,0,2,0,2,1,2,0,0,Antony,7.0,br BRA,RW,25-255,86,39,0,6,14,21,3,39,5,1,20.0,4,80.0,20,192,158,5,6,2,1,1,26,4,Antony,7.0,br BRA,RW,25-255,86,0,0,0,1,3,0,1,1,0,0,0,0,4,0,0,
J4,Pablo Garcia,Betis,UEFA Europa League,52.0,es ESP,RW,19-146,4,0,0,0,0,0,0,0,0,4,0,1,0,0.0,0.0,0.0,0,0,1,1,100.0,1,3,0,2,0,Pablo Garcia,52.0,es ESP,RW,19-146,4,1,1,100.0,54,0,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0,0,0,0,1,Pablo Garcia,52.0,es ESP,RW,19-146,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Pablo Garcia,52.0,es ESP,RW,19-146,4,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Pablo Garcia,52.0,es ESP,RW,19-146,4,4,0,0,3,2,1,4,2,0,0.0,2,100.0,3,38,0,0,1,1,0,0,2,0,Pablo Garcia,52.0,es ESP,RW,19-146,4,0,0,0,0,2,0,0,1,0,0,0,0,2,0,1,0.0
J4,Giovani Lo Celso,Betis,UEFA Europa League,20.0,ar ARG,AM,29-211,64,0,0,0,0,0,0,0,0,34,2,0,1,0.0,0.0,0.1,3,2,28,33,84.8,2,19,0,0,0,Giovani Lo Celso,20.0,ar ARG,AM,29-211,64,28,33,84.8,396,128,15,15,100.0,12,15,80.0,1,3,33.3,0,0.1,0.0,1,0,0,0,2,Giovani Lo Celso,20.0,ar ARG,AM,29-211,64,33,28,5,4,0,0,1,0,1,0,1,0,28,0,0,Giovani Lo Celso,20.0,ar ARG,AM,29-211,64,2,2,1,0,1,1,1,100.0,0,1,0,1,0,2,0,0,Giovani Lo Celso,20.0,ar ARG,AM,29-211,64,34,0,11,17,8,1,34,0,0,,0,,19,87,33,0,0,0,0,0,27,3,Giovani Lo Celso,20.0,ar ARG,AM,29-211,64,0,0,0,0,3,0,1,0,2,0,0,0,4,1,0,100.0
J4,Sergi Altimira,Betis,UEFA Europa League,6.0,es ESP,DM,24-073,26,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,4,4,100.0,1,3,0,0,0,Sergi Altimira,6.0,es ESP,DM,24-073,26,4,4,100.0,78,8,1,1,100.0,3,3,100.0,0,0,,0,0.0,0.0,0,0,0,0,1,Sergi Altimira,6.0,es ESP,DM,24-073,26,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,Sergi Altimira,6.0,es ESP,DM,24-073,26,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,Sergi Altimira,6.0,es ESP,DM,24-073,26,7,0,2,5,0,0,7,0,0,,0,,3,4,0,0,0,0,1,0,5,0,Sergi Altimira,6.0,es ESP,DM,24-073,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
J4,Marc Roca,Betis,UEFA Europa League,21.0,es ESP,DM,28-345,90,0,1,0,0,0,0,0,0,55,2,3,3,0.0,0.0,0.2,3,1,37,43,86.0,1,24,0,0,0,Marc Roca,21.0,es ESP,DM,28-345,90,37,43,86.0,532,241,15,17,88.2,12,12,100.0,2,5,40.0,1,0.2,0.0,2,3,0,0,1,Marc Roca,21.0,es ESP,DM,28-345,90,43,41,2,2,1,1,0,0,0,0,0,0,37,0,1,Marc Roca,21.0,es ESP,DM,28-345,90,2,1,0,2,0,1,2,50.0,1,3,0,3,3,5,1,0,Marc Roca,21.0,es ESP,DM,28-345,90,55,2,15,35,6,0,55,0,0,,0,,24,120,36,0,2,0,1,0,29,0,Marc Roca,21.0,es ESP,DM,28-345,90,0,0,0,1,0,0,0,3,1,0,0,0,4,0,0,
J4,Pablo Fornals,Betis,UEFA Europa League,8.0,es ESP,"DM,AM",29-257,77,0,0,0,0,1,1,0,0,40,0,1,0,0.0,0.0,0.0,0,0,28,34,82.4,3,22,0,2,0,Pablo Fornals,8.0,es ESP,"DM,AM",29-257,77,28,34,82.4,412,152,13,15,86.7,11,12,91.7,1,2,50.0,0,0.0,0.0,0,3,1,0,3,Pablo Fornals,8.0,es ESP,"DM,AM",29-257,77,34,33,1,0,0,0,0,0,1,0,0,0,28,0,2,Pablo Fornals,8.0,es ESP,"DM,AM",29-257,77,0,0,0,0,0,0,3,0.0,3,0,0,0,1,1,0,0,Pablo Fornals,8.0,es ESP,"DM,AM",29-257,77,40,1,8,22,10,3,40,2,0,0.0,2,100.0,22,76,25,0,0,0,2,0,29,2,Pablo Fornals,8.0,es ESP,"DM,AM",29-257,77,0,0,0,1,0,0,0,1,0,0,0,0,6,0,2,0.0
