Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Mainz 05,German Bundesliga,J5,49%,293 of 412 — 71%,2 of 8 — 25%,2 of 4 — 50%
Dortmund,German Bundesliga,J5,51%,76% — 328 of 432,40% — 4 of 10,100% — 2 of 2
