Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Braga,UEFA Europa League,J1,45%,333 of 424 — 79%,2 of 8 — 25%,1 of 1 — 100%
Feyenoord,UEFA Europa League,J1,55%,79% — 413 of 524,20% — 1 of 5,50% — 1 of 2
