Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Marseille,French Ligue 1,J8,73%,657 of 717 — 92%,10 of 17 — 59%,1 of 3 — 33%
Le Havre,French Ligue 1,J8,27%,74% — 192 of 260,38% — 3 of 8,50% — 5 of 10
