,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Yehvann Diouf,Nice,UEFA Europa League,sn SEN,25-355,90,7,3,4,71.4,2.1,2,3,66.7,34,1,5.9,21.0,4,25.0,30.0,11,0,0.0,0,12.7
J4,Noah Atubolu,Freiburg,UEFA Europa League,de GER,23-165,90,4,1,3,75.0,1.4,2,21,9.5,34,2,47.1,41.6,6,83.3,53.0,16,0,0.0,1,10.8
