Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Pisa,Italian Serie A,J9,40%,315 of 406 — 78%,2 of 10 — 20%,6 of 6 — 100%
Lazio,Italian Serie A,J9,60%,87% — 537 of 614,55% — 6 of 11,100% — 2 of 2
