Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Monaco,French Ligue 1,J5,44%,369 of 452 — 82%,6 of 16 — 38%,1 of 2 — 50%
Metz,French Ligue 1,J5,56%,83% — 485 of 587,29% — 2 of 7,33% — 2 of 6
