Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Hellas Verona,Italian Serie A,J8,38%,267 of 386 — 69%,6 of 10 — 60%,1 of 3 — 33%
Cagliari,Italian Serie A,J8,62%,83% — 532 of 641,43% — 3 of 7,66% — 4 of 6
