,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Oliver Christensen,Sturm Graz,UEFA Europa League,dk DEN,26-229,90,1,0,0,100.0,0.8,1,15,6.7,34,5,35.3,32.6,6,50.0,42.5,15,0,0.0,0,15.0
J4,John,Nott'ham Forest,UEFA Europa League,br BRA,29-266,90,2,0,2,100.0,0.5,2,4,50.0,22,1,18.2,25.6,0,,,2,0,0.0,3,20.6
