Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J6,Arnaud Bodart,Lille,French Ligue 1,be BEL,27-201,90,2,1,1,50.0,1.6,8,14,57.1,28,2,42.9,34.8,5,40.0,37.0,9,0,0.0,1,13.5
J6,Dominik Greif,Lyon,French Ligue 1,sk SVK,28-175,90,3,0,3,100.0,0.4,9,19,47.4,44,4,36.4,31.9,5,60.0,49.2,20,2,10.0,0,5.8
