,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Dean Henderson,Crystal Palace,UEFA Europa Conference League,eng ENG,28-239,90,4,1,3,75.0,0.5,10,22,45.5,24,5,70.8,51.0,6,83.3,61.2,7,0,0.0,0,9.0
J3,Rome-Jayden Owusu-Oduro,AZ Alkmaar,UEFA Europa Conference League,nl NED,21-127,90,7,3,3,57.1,2.6,2,14,14.3,38,9,23.7,32.1,5,100.0,59.4,8,4,50.0,0,8.2
