Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
St. Pauli,German Bundesliga,J9,57%,550 of 657 — 84%,4 of 16 — 25%,7 of 11 — 63%
Gladbach,German Bundesliga,J9,43%,86% — 431 of 499,73% — 11 of 15,100% — 4 of 4
