Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lyon,French Ligue 1,J3,57%,397 of 483 — 82%,4 of 17 — 24%,2 of 2 — 100%
Marseille,French Ligue 1,J3,43%,76% — 274 of 359,40% — 2 of 5,100% — 4 of 4
