Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Atalanta,UEFA Champions League,J2,49%,450 of 530 — 85%,1 of 19 — 5%,1 of 2 — 50%
Club Brugge,UEFA Champions League,J2,51%,86% — 483 of 562,29% — 2 of 7,0% — 0 of 1
