Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Go Ahead Eag,UEFA Europa League,J3,31%,191 of 255 — 75%,3 of 5 — 60%,6 of 7 — 85%
Aston Villa,UEFA Europa League,J3,69%,86% — 488 of 569,41% — 7 of 17,33% — 1 of 3
