Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Celta Vigo,Spanish La Liga,J6,47%,464 of 541 — 86%,5 of 14 — 36%,0 of 1 — 0%
Betis,Spanish La Liga,J6,53%,89% — 535 of 602,14% — 1 of 7,80% — 4 of 5
