Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Monaco,French Ligue 1,J3,43%,346 of 422 — 82%,4 of 12 — 33%,2 of 3 — 66%
Strasbourg,French Ligue 1,J3,57%,86% — 480 of 560,27% — 3 of 11,25% — 1 of 4
