Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Valencia,Spanish La Liga,J3,57%,359 of 458 — 78%,4 of 7 — 57%,1 of 1 — 100%
Getafe,Spanish La Liga,J3,43%,77% — 265 of 345,9% — 1 of 11,25% — 1 of 4
