Game Week,Player,Team,League,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J1,Pau López,Betis,UEFA Europa League,es ESP,30-285,90,6,2,4,66.7,1.8,2,3,66.7,29,8,10.3,23.3,2,0.0,21.5,8,1,12.5,2,19.0
J1,Matz Sels,Nott'ham Forest,UEFA Europa League,be BEL,33-210,90,4,2,2,50.0,1.2,5,11,45.5,30,4,30.0,31.5,4,50.0,39.8,13,0,0.0,0,
