Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Celta Vigo,Spanish La Liga,J3,64%,680 of 777 — 88%,2 of 10 — 20%,2 of 3 — 66%
Villarreal,Spanish La Liga,J3,36%,79% — 342 of 431,38% — 3 of 8,50% — 1 of 2
