,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Karlo Letica,Lausanne-Sport,UEFA Europa Conference League,hr CRO,28-268,90,3,1,2,66.7,0.7,5,7,71.4,18,7,27.8,32.6,5,40.0,38.2,11,1,9.1,0,7.3
J3,Francis Uzoho,AC Omonia,UEFA Europa Conference League,ng NGA,27-009,90,6,1,4,83.3,2.3,7,18,38.9,29,6,44.8,33.6,6,83.3,50.7,19,0,0.0,0,4.5
