Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lyon,French Ligue 1,J7,69%,529 of 630 — 84%,3 of 13 — 23%,2 of 4 — 50%
Toulouse,French Ligue 1,J7,31%,69% — 198 of 285,29% — 4 of 14,66% — 2 of 3
