Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lazio,Italian Serie A,J8,40%,290 of 372 — 78%,3 of 13 — 23%,5 of 5 — 100%
Juventus,Italian Serie A,J8,60%,83% — 459 of 551,36% — 5 of 14,66% — 2 of 3
