Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Auxerre,French Ligue 1,J4,32%,211 of 304 — 69%,2 of 9 — 22%,1 of 3 — 33%
Monaco,French Ligue 1,J4,68%,83% — 527 of 637,23% — 3 of 13,100% — 2 of 2
