Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Freiburg,UEFA Europa League,J1,48%,336 of 439 — 77%,5 of 15 — 33%,3 of 4 — 75%
Basel,UEFA Europa League,J1,52%,81% — 383 of 475,27% — 4 of 15,60% — 3 of 5
