Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Liverpool,UEFA Champions League,J4,40%,281 of 369 — 76%,9 of 17 — 53%,2 of 2 — 100%
Real Madrid,UEFA Champions League,J4,60%,86% — 477 of 555,25% — 2 of 8,88% — 8 of 9
