Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
PSV Eindhoven,UEFA Champions League,J3,59%,467 of 544 — 86%,8 of 19 — 42%,0 of 2 — 0%
Napoli,UEFA Champions League,J3,41%,79% — 304 of 385,20% — 2 of 10,37% — 3 of 8
