Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Roma,Italian Serie A,J3,72%,561 of 647 — 87%,5 of 22 — 23%,3 of 4 — 75%
Torino,Italian Serie A,J3,28%,69% — 175 of 253,50% — 4 of 8,100% — 5 of 5
