Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Real Madrid,Spanish La Liga,J3,58%,502 of 577 — 87%,7 of 17 — 41%,2 of 3 — 66%
Mallorca,Spanish La Liga,J3,42%,77% — 316 of 411,33% — 3 of 9,71% — 5 of 7
