Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Girona,Spanish La Liga,J5,35%,270 of 330 — 82%,1 of 7 — 14%,2 of 6 — 33%
Levante,Spanish La Liga,J5,65%,90% — 550 of 609,43% — 6 of 14,100% — 1 of 1
