,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Dmytro Riznyk,Shakhtar,UEFA Europa Conference League,ua UKR,26-280,90,0,0,0,,0.0,1,6,16.7,24,1,25.0,28.8,3,0.0,24.7,7,2,28.6,3,19.0
J3,Anton Ari Einarsson,Breiðablik,UEFA Europa Conference League,is ISL,31-073,90,4,2,2,50.0,0.5,3,6,50.0,23,6,21.7,31.0,3,33.3,35.3,19,1,5.3,0,5.0
