Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Paris FC,French Ligue 1,J3,51%,451 of 532 — 85%,8 of 23 — 35%,0 of 2 — 0%
Metz,French Ligue 1,J3,49%,85% — 432 of 509,14% — 2 of 14,75% — 6 of 8
