,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Guglielmo Vicario,Tottenham,UEFA Champions League,it ITA,29-028,90,4,0,4,100.0,1.2,4,13,30.8,31,5,35.5,33.8,4,50.0,43.8,14,2,14.3,3,21.6
J4,Dominik Kotarski,FC Copenhagen,UEFA Champions League,hr CRO,25-267,90,6,4,2,33.3,2.8,3,9,33.3,19,3,31.6,29.0,5,60.0,43.8,9,0,0.0,5,18.9
