Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
RB Leipzig,German Bundesliga,J7,47%,419 of 505 — 83%,4 of 10 — 40%,2 of 3 — 66%
Hamburger SV,German Bundesliga,J7,53%,82% — 471 of 571,20% — 3 of 15,50% — 2 of 4
