Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
FCSB,UEFA Europa League,J3,47%,307 of 394 — 78%,6 of 9 — 67%,5 of 7 — 71%
Bologna,UEFA Europa League,J3,53%,79% — 358 of 452,33% — 7 of 21,83% — 5 of 6
