Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Brann,UEFA Europa League,J2,45%,319 of 447 — 71%,3 of 11 — 27%,2 of 2 — 100%
Utrecht,UEFA Europa League,J2,55%,76% — 423 of 557,33% — 2 of 6,66% — 2 of 3
