Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Augsburg,German Bundesliga,J8,50%,510 of 614 — 83%,2 of 15 — 13%,2 of 8 — 25%
RB Leipzig,German Bundesliga,J8,50%,86% — 528 of 611,53% — 8 of 15,100% — 2 of 2
