,Player,,,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
J3,Gaoussou Diakite,Lausanne-Sport,UEFA Europa Conference League,70.0,ml MLI,FW,20-041,90,0,0,0,0,10,3,0,0,85.0,2.0,1,0.0,0.5,0.5,0.3,3.0,0.0,41.0,58.0,70.7,6.0,58.0,5.0,7.0,3.0,Gaoussou Diakite,70.0,ml MLI,FW,20-041,90,41.0,58.0,70.7,618.0,145.0,26.0,31.0,83.9,12.0,16.0,75.0,2.0,7.0,28.6,0,0.3,0.4,1.0,4.0,1.0,1.0,6.0,Gaoussou Diakite,70.0,ml MLI,FW,20-041,90,58.0,56.0,2.0,0.0,0.0,1.0,3,1.0,1.0,0.0,0.0,0.0,41.0,0.0,2.0,Gaoussou Diakite,70.0,ml MLI,FW,20-041,90,2.0,0,0.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1,3.0,1.0,0.0,Gaoussou Diakite,70.0,ml MLI,FW,20-041,90,85.0,1.0,6.0,28.0,51.0,11.0,85.0,7.0,3.0,42.9,4.0,57.1,58.0,371.0,169.0,5.0,1.0,3.0,6.0,2.0,63.0,11.0,Gaoussou Diakite,70.0,ml MLI,FW,20-041,90,0,0,0,1,1,0,3,1,0,0.0,0.0,0,8.0,1.0,0.0,100.0
J3,Theo Bair,Lausanne-Sport,UEFA Europa Conference League,9.0,ca CAN,FW,26-071,90,1,0,0,0,4,1,0,0,32.0,0.0,0,0.0,0.3,0.3,0.3,6.0,0.0,21.0,25.0,84.0,1.0,19.0,2.0,1.0,1.0,Theo Bair,9.0,ca CAN,FW,26-071,90,21.0,25.0,84.0,243.0,30.0,14.0,15.0,93.3,6.0,7.0,85.7,0.0,0.0,,0,0.3,0.2,6.0,1.0,1.0,0.0,1.0,Theo Bair,9.0,ca CAN,FW,26-071,90,25.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,Theo Bair,9.0,ca CAN,FW,26-071,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,Theo Bair,9.0,ca CAN,FW,26-071,90,32.0,0.0,0.0,5.0,27.0,7.0,32.0,1.0,1.0,100.0,0.0,0.0,19.0,102.0,44.0,2.0,0.0,2.0,3.0,0.0,27.0,9.0,Theo Bair,9.0,ca CAN,FW,26-071,90,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,5.0,1.0,83.3
J3,Beyatt Lekoueiry,Lausanne-Sport,UEFA Europa Conference League,27.0,mr MTN,AM,20-209,45,0,0,0,0,1,0,0,0,25.0,1.0,0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,22.0,81.8,1.0,20.0,0.0,1.0,1.0,Beyatt Lekoueiry,27.0,mr MTN,AM,20-209,45,18.0,22.0,81.8,326.0,43.0,9.0,12.0,75.0,7.0,7.0,100.0,2.0,2.0,100.0,0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Beyatt Lekoueiry,27.0,mr MTN,AM,20-209,45,22.0,22.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,Beyatt Lekoueiry,27.0,mr MTN,AM,20-209,45,1.0,0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,Beyatt Lekoueiry,27.0,mr MTN,AM,20-209,45,25.0,0.0,3.0,16.0,8.0,0.0,25.0,1.0,1.0,100.0,0.0,0.0,20.0,139.0,40.0,0.0,2.0,0.0,0.0,0.0,22.0,2.0,Beyatt Lekoueiry,27.0,mr MTN,AM,20-209,45,0,0,0,0,1,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,
J3,Alban Ajdini,Lausanne-Sport,UEFA Europa Conference League,7.0,xk KVX,AM,26-120,45,0,0,0,0,0,0,0,0,22.0,1.0,0,2.0,0.0,0.0,0.0,1.0,0.0,13.0,17.0,76.5,1.0,13.0,1.0,0.0,0.0,Alban Ajdini,7.0,xk KVX,AM,26-120,45,13.0,17.0,76.5,147.0,33.0,7.0,8.0,87.5,4.0,5.0,80.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Alban Ajdini,7.0,xk KVX,AM,26-120,45,17.0,17.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,Alban Ajdini,7.0,xk KVX,AM,26-120,45,1.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0,1.0,0.0,0.0,Alban Ajdini,7.0,xk KVX,AM,26-120,45,22.0,0.0,0.0,8.0,14.0,1.0,22.0,0.0,0.0,,0.0,,13.0,36.0,14.0,1.0,0.0,0.0,1.0,1.0,18.0,2.0,Alban Ajdini,7.0,xk KVX,AM,26-120,45,0,0,0,1,0,0,1,0,0,0.0,0.0,0,0.0,0.0,0.0,
J3,Olivier Custodio,Lausanne-Sport,UEFA Europa Conference League,10.0,ch SUI,"RM,LM",30-269,90,0,0,0,1,0,0,1,0,61.0,0.0,1,0.0,0.8,0.0,0.3,6.0,0.0,50.0,57.0,87.7,5.0,36.0,0.0,1.0,0.0,Olivier Custodio,10.0,ch SUI,"RM,LM",30-269,90,50.0,57.0,87.7,892.0,334.0,22.0,27.0,81.5,16.0,16.0,100.0,7.0,9.0,77.8,0,0.3,0.6,3.0,3.0,3.0,1.0,5.0,Olivier Custodio,10.0,ch SUI,"RM,LM",30-269,90,57.0,50.0,7.0,3.0,1.0,0.0,5,1.0,3.0,1.0,2.0,0.0,50.0,0.0,0.0,Olivier Custodio,10.0,ch SUI,"RM,LM",30-269,90,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,Olivier Custodio,10.0,ch SUI,"RM,LM",30-269,90,61.0,1.0,8.0,25.0,28.0,1.0,60.0,1.0,0.0,0.0,1.0,100.0,36.0,136.0,36.0,0.0,0.0,0.0,0.0,0.0,47.0,8.0,Olivier Custodio,10.0,ch SUI,"RM,LM",30-269,90,1,0,0,2,0,0,5,1,0,0.0,0.0,0,2.0,0.0,0.0,
J3,Jamie Roche,Lausanne-Sport,UEFA Europa Conference League,8.0,se SWE,CM,24-215,90,0,0,0,0,2,0,0,0,87.0,4.0,2,1.0,0.1,0.1,0.1,4.0,1.0,66.0,73.0,90.4,3.0,46.0,0.0,2.0,1.0,Jamie Roche,8.0,se SWE,CM,24-215,90,66.0,73.0,90.4,1170.0,306.0,26.0,28.0,92.9,27.0,29.0,93.1,8.0,10.0,80.0,0,0.1,0.1,1.0,9.0,1.0,0.0,3.0,Jamie Roche,8.0,se SWE,CM,24-215,90,73.0,67.0,6.0,4.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,Jamie Roche,8.0,se SWE,CM,24-215,90,4.0,1,1.0,2.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,2,6.0,3.0,0.0,Jamie Roche,8.0,se SWE,CM,24-215,90,87.0,4.0,14.0,57.0,18.0,1.0,87.0,2.0,1.0,50.0,1.0,50.0,46.0,151.0,79.0,0.0,5.0,0.0,0.0,0.0,55.0,1.0,Jamie Roche,8.0,se SWE,CM,24-215,90,0,0,0,0,1,0,0,2,1,0.0,0.0,0,6.0,1.0,1.0,50.0
J3,Nathan Butler-Oyedeji,Lausanne-Sport,UEFA Europa Conference League,11.0,eng ENG,RM,22-306,45,0,0,0,0,0,0,0,0,29.0,0.0,1,2.0,0.0,0.0,0.0,3.0,0.0,20.0,22.0,90.9,1.0,15.0,0.0,0.0,0.0,Nathan Butler-Oyedeji,11.0,eng ENG,RM,22-306,45,20.0,22.0,90.9,207.0,40.0,11.0,11.0,100.0,5.0,6.0,83.3,0.0,1.0,0.0,0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,Nathan Butler-Oyedeji,11.0,eng ENG,RM,22-306,45,22.0,22.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,Nathan Butler-Oyedeji,11.0,eng ENG,RM,22-306,45,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,1.0,1,1.0,1.0,0.0,Nathan Butler-Oyedeji,11.0,eng ENG,RM,22-306,45,29.0,0.0,2.0,11.0,16.0,1.0,29.0,0.0,0.0,,0.0,,15.0,34.0,5.0,0.0,0.0,0.0,2.0,1.0,21.0,2.0,Nathan Butler-Oyedeji,11.0,eng ENG,RM,22-306,45,0,0,0,1,0,0,1,1,0,0.0,0.0,0,0.0,0.0,0.0,
J3,Nicky Beloko,Lausanne-Sport,UEFA Europa Conference League,16.0,ch SUI,LM,25-263,45,0,0,0,0,0,0,0,0,32.0,2.0,0,3.0,0.0,0.0,0.0,1.0,0.0,22.0,27.0,81.5,6.0,18.0,4.0,0.0,0.0,Nicky Beloko,16.0,ch SUI,LM,25-263,45,22.0,27.0,81.5,281.0,94.0,15.0,15.0,100.0,6.0,8.0,75.0,0.0,2.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,Nicky Beloko,16.0,ch SUI,LM,25-263,45,27.0,27.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,Nicky Beloko,16.0,ch SUI,LM,25-263,45,2.0,1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,0,2.0,0.0,0.0,Nicky Beloko,16.0,ch SUI,LM,25-263,45,32.0,1.0,4.0,11.0,19.0,0.0,32.0,0.0,0.0,,0.0,,18.0,151.0,95.0,4.0,2.0,0.0,1.0,0.0,22.0,3.0,Nicky Beloko,16.0,ch SUI,LM,25-263,45,0,0,0,1,1,0,3,0,1,0.0,0.0,0,3.0,0.0,0.0,
J3,Morgan Poaty,Lausanne-Sport,UEFA Europa Conference League,18.0,cg CGO,LB,28-114,74,0,0,0,0,0,0,0,0,71.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,48.0,60.0,80.0,7.0,40.0,2.0,4.0,3.0,Morgan Poaty,18.0,cg CGO,LB,28-114,74,48.0,60.0,80.0,765.0,271.0,27.0,31.0,87.1,16.0,22.0,72.7,3.0,5.0,60.0,0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,Morgan Poaty,18.0,cg CGO,LB,28-114,74,60.0,50.0,10.0,1.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,Morgan Poaty,18.0,cg CGO,LB,28-114,74,1.0,1,0.0,1.0,0.0,1.0,1.0,100.0,0.0,2.0,0.0,2.0,2,3.0,2.0,0.0,Morgan Poaty,18.0,cg CGO,LB,28-114,74,71.0,1.0,9.0,39.0,23.0,0.0,71.0,4.0,3.0,75.0,1.0,25.0,40.0,214.0,90.0,2.0,2.0,0.0,1.0,0.0,50.0,7.0,Morgan Poaty,18.0,cg CGO,LB,28-114,74,0,0,0,1,2,0,2,2,1,0.0,0.0,0,0.0,0.0,0.0,
J3,Sékou Fofana,Lausanne-Sport,UEFA Europa Conference League,93.0,ci CIV,LB,22-226,16,0,0,0,0,0,0,0,0,25.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,22.0,63.6,3.0,12.0,0.0,0.0,0.0,Sékou Fofana,93.0,ci CIV,LB,22-226,16,14.0,22.0,63.6,269.0,156.0,3.0,3.0,100.0,9.0,10.0,90.0,1.0,5.0,20.0,0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,Sékou Fofana,93.0,ci CIV,LB,22-226,16,22.0,18.0,4.0,0.0,0.0,0.0,5,2.0,2.0,2.0,0.0,0.0,14.0,0.0,2.0,Sékou Fofana,93.0,ci CIV,LB,22-226,16,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,Sékou Fofana,93.0,ci CIV,LB,22-226,16,25.0,1.0,3.0,11.0,11.0,1.0,25.0,0.0,0.0,,0.0,,12.0,53.0,33.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,Sékou Fofana,93.0,ci CIV,LB,22-226,16,0,0,0,0,0,0,5,0,0,0.0,0.0,0,1.0,0.0,0.0,
