Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Monaco,French Ligue 1,J7,65%,479 of 582 — 82%,4 of 18 — 22%,0 of 1 — 0%
Nice,French Ligue 1,J7,35%,66% — 205 of 311,13% — 1 of 8,100% — 4 of 4
