,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Johannes Kreidl,KuPS,UEFA Europa Conference League,at AUT,29-244,90,2,1,1,50.0,0.9,9,20,45.0,45,3,42.2,35.1,2,50.0,45.0,10,1,10.0,3,16.0
J3,Dominik Takáč,Slovan Bratislava,UEFA Europa Conference League,sk SVK,26-298,90,7,3,4,57.1,2.0,5,17,29.4,33,6,42.4,35.2,9,33.3,30.2,15,1,6.7,2,12.4
