Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Lorient,French Ligue 1,J8,50%,353 of 438 — 81%,7 of 12 — 58%,2 of 3 — 66%
Brest,French Ligue 1,J8,50%,82% — 363 of 443,43% — 3 of 7,57% — 4 of 7
