,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J4,Álvaro Vallés,Betis,UEFA Europa League,es ESP,28-104,90,3,0,3,100.0,0.2,6,23,26.1,30,2,66.7,47.0,3,100.0,67.0,17,1,5.9,1,10.0
J4,Dominik Greif,Lyon,UEFA Europa League,sk SVK,28-214,90,6,2,4,66.7,1.6,0,2,0.0,44,3,4.5,18.2,1,0.0,11.0,3,0,0.0,0,
