Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Juventus,UEFA Champions League,J4,49%,449 of 535 — 84%,9 of 18 — 50%,0 of 1 — 0%
Sporting CP,UEFA Champions League,J4,51%,87% — 479 of 553,25% — 1 of 4,88% — 8 of 9
