Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Young Boys,UEFA Europa League,J1,58%,452 of 536 — 84%,3 of 19 — 16%,2 of 6 — 33%
Panathinaikos,UEFA Europa League,J1,42%,80% — 304 of 381,33% — 6 of 18,66% — 2 of 3
