Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Manchester City,UEFA Champions League,J4,50%,439 of 514 — 85%,11 of 18 — 61%,3 of 4 — 75%
Dortmund,UEFA Champions League,J4,50%,84% — 428 of 507,33% — 4 of 12,63% — 7 of 11
