Team,League,Game Week,Possession,Passing Accuracy,Shots on Target,Saves
Benfica,UEFA Champions League,J4,53%,499 of 574 — 87%,5 of 21 — 24%,2 of 3 — 66%
Leverkusen,UEFA Champions League,J4,47%,88% — 445 of 508,43% — 3 of 7,100% — 5 of 5
