,Player,,,Nation,Age,Min,SoTA,GA,Saves,Save%,PSxG,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
J3,Ruslan Neshcheret,Dynamo Kyiv,UEFA Europa Conference League,ua UKR,23-288,90,3,0,3,100.0,0.6,4,13,30.8,50,7,22.0,27.5,6,33.3,33.2,10,0,0.0,1,13.5
J3,Marin Ljubić,Zrinjski Mostar,UEFA Europa Conference League,hr CRO,28-019,90,7,6,1,14.3,4.2,3,9,33.3,29,4,27.6,32.6,2,50.0,45.5,10,1,10.0,2,19.2
